# gnuplot data for packet timing
# ts	local_ts	difference
1383087279614	1383087279977	363
1383087279624	1383087279987	363
1383087279634	1383087279997	363
1383087279644	1383087280007	363
1383087279654	1383087280017	363
1383087279664	1383087280027	363
1383087279674	1383087280037	363
1383087279684	1383087280047	363
1383087279694	1383087280057	363
1383087279704	1383087280067	363
1383087279714	1383087280077	363
1383087279724	1383087280087	363
1383087279734	1383087280097	363
1383087279744	1383087280107	363
1383087279754	1383087280117	363
1383087279764	1383087280127	363
1383087279774	1383087280137	363
1383087279784	1383087280147	363
1383087279794	1383087280157	363
1383087279804	1383087280167	363
1383087279814	1383087280177	363
1383087279824	1383087280187	363
1383087279834	1383087280197	363
1383087279844	1383087280207	363
1383087279854	1383087280217	363
1383087279864	1383087280227	363
1383087279874	1383087280237	363
1383087279884	1383087280247	363
1383087279894	1383087280257	363
1383087279904	1383087280267	363
1383087279914	1383087280277	363
1383087279924	1383087280287	363
1383087279934	1383087280297	363
1383087279944	1383087280307	363
1383087279954	1383087280317	363
1383087279964	1383087280327	363
1383087279974	1383087280337	363
1383087279984	1383087280347	363
1383087279994	1383087280357	363
1383087280004	1383087280367	363
1383087280014	1383087280377	363
1383087280024	1383087280387	363
1383087280034	1383087280397	363
1383087280044	1383087280407	363
1383087280054	1383087280417	363
1383087280064	1383087280427	363
1383087280074	1383087280437	363
1383087280084	1383087280447	363
1383087280094	1383087280457	363
1383087280104	1383087280467	363
1383087280114	1383087280477	363
1383087280124	1383087280487	363
1383087280134	1383087280497	363
1383087280144	1383087280507	363
1383087280154	1383087280517	363
1383087280164	1383087280527	363
1383087280174	1383087280537	363
1383087280184	1383087280547	363
1383087280194	1383087280557	363
1383087280204	1383087280567	363
1383087280214	1383087280577	363
1383087280224	1383087280587	363
1383087280234	1383087280597	363
1383087280244	1383087280607	363
1383087280254	1383087280617	363
1383087280264	1383087280627	363
1383087280274	1383087280637	363
1383087280284	1383087280647	363
1383087280294	1383087280657	363
1383087280304	1383087280667	363
1383087280314	1383087280677	363
1383087280324	1383087280687	363
1383087280334	1383087280697	363
1383087280344	1383087280707	363
1383087280354	1383087280717	363
1383087280364	1383087280727	363
1383087280374	1383087280737	363
1383087280384	1383087280747	363
1383087280394	1383087280757	363
1383087280404	1383087280767	363
1383087280414	1383087280777	363
1383087280424	1383087280787	363
1383087280434	1383087280797	363
1383087280444	1383087280807	363
1383087280454	1383087280817	363
1383087280464	1383087280827	363
1383087280474	1383087280837	363
