# gnuplot data for packet timing
# ts	local_ts	difference
1383126874168	1383126874309	141
1383126874174	1383126874343	169
1383126874184	1383126874349	165
1383126874194	1383126874351	157
1383126874221	1383126874362	141
1383126874233	1383126874369	136
1383126874243	1383126874390	147
1383126874253	1383126874397	144
1383126874269	1383126874402	133
1383126874273	1383126874409	136
1383126874283	1383126874415	132
1383126874293	1383126874438	145
1383126874303	1383126874444	141
1383126874328	1383126874450	122
1383126874338	1383126874456	118
1383126874348	1383126874461	113
1383126874369	1383126874466	97
1383126874382	1383126874486	104
1383126874392	1383126874495	103
1383126874402	1383126874501	99
1383126874421	1383126874506	85
1383126874434	1383126874512	78
1383126874444	1383126874530	86
1383126874454	1383126874538	84
1383126874470	1383126874545	75
1383126874474	1383126874551	77
1383126874484	1383126874557	73
1383126874494	1383126874563	69
1383126874504	1383126874581	77
1383126874520	1383126874591	71
1383126874524	1383126874596	72
1383126874534	1383126874603	69
1383126874544	1383126874609	65
1383126874554	1383126874631	77
1383126874570	1383126874651	81
1383126874574	1383126874656	82
1383126874584	1383126874675	91
1383126874594	1383126874680	86
1383126874603	1383126874696	93
1383126874633	1383126874701	68
1383126874645	1383126874706	61
1383126874655	1383126874723	68
1383126874665	1383126874727	62
1383126874679	1383126874744	65
1383126874685	1383126874749	64
1383126874695	1383126874766	71
1383126874706	1383126874790	84
1383126874725	1383126874794	69
1383126874738	1383126874812	74
1383126874748	1383126874837	89
1383126874758	1383126874842	84
1383126874772	1383126874860	88
1383126874778	1383126874888	110
1383126874787	1383126874893	106
1383126874797	1383126874909	112
1383126874821	1383126874934	113
1383126874833	1383126874938	105
1383126874843	1383126874957	114
1383126874853	1383126874968	115
1383126874870	1383126874980	110
1383126874873	1383126875004	131
1383126874883	1383126875026	143
1383126874893	1383126875032	139
1383126874903	1383126875036	133
1383126874929	1383126875055	126
1383126874939	1383126875059	120
1383126874949	1383126875076	127
1383126874964	1383126875084	120
1383126874969	1383126875103	134
1383126874979	1383126875125	146
1383126874989	1383126875130	141
1383126875012	1383126875148	136
